1925:834, 3104, 2207, 61, 464, 256, 3057, 6173, 8612, 5233, 
1926:4605, 786, 7934, 3163, 934, 901, 1164, 8238, 1401, 5159, 
1927:5716, 867, 4105, 8363, 2776, 7376, 1635, 3971, 959, 8298, 
1928:300, 7327, 5833, 6749, 2140, 2354, 2073, 5660, 381, 2473, 
1929:798, 1167, 3541, 3420, 7194, 2448, 5918, 7472, 1275, 8346, 
1930:1861, 1142, 2533, 4479, 2600, 2594, 1495, 1826, 2355, 1604, 
1931:2719, 1509, 5069, 5373, 5448, 4045, 4800, 1119, 4758, 3099, 
1932:8277, 1266, 1237, 3435, 4184, 4183, 3429, 3846, 2295, 7021, 
1933:5934, 2765, 2508, 5510, 4085, 6746, 5038, 345, 5652, 2651, 
1934:3435, 8277, 1266, 1237, 6496, 1932, 3429, 5187, 5230, 651, 
1935:6593, 5147, 4927, 7310, 8361, 1978, 6877, 2057, 7144, 6680, 
1936:3803, 7839, 183, 3849, 8516, 2736, 786, 2945, 7831, 4656, 
1937:7848, 3018, 7690, 5378, 6738, 964, 2686, 4978, 6593, 1080, 
1938:2338, 680, 4770, 993, 1119, 1770, 2727, 8242, 505, 7761, 
1939:2961, 3009, 8004, 4132, 5107, 3207, 7561, 7563, 1698, 5237, 
1940:964, 7252, 8631, 1128, 3722, 4927, 7848, 5112, 4956, 7791, 
1941:175, 4786, 7714, 1900, 6427, 7337, 6798, 670, 6578, 3411, 
1942:4323, 2167, 2887, 5484, 7529, 210, 1823, 481, 8617, 8177, 
1943:5380, 3309, 3580, 5640, 6333, 3957, 2960, 4537, 2783, 7780, 
1944:5121, 1708, 1371, 183, 8516, 3989, 4275, 630, 3559, 5750, 
1945:5274, 5304, 5507, 5635, 62, 881, 1826, 1004, 1025, 3335, 
1946:3966, 1384, 3649, 7530, 1539, 1448, 4754, 1768, 1896, 2977, 
1947:2900, 7405, 4054, 7439, 8482, 2286, 3595, 981, 5079, 5813, 
1948:664, 980, 2950, 1915, 1050, 1909, 6755, 1338, 229, 1013, 
1949:2140, 48, 8598, 2294, 6524, 6451, 6653, 4120, 4320, 2407, 
1950:2494, 6367, 1322, 740, 5552, 3262, 796, 1917, 8460, 4424, 
1951:1064, 6339, 2174, 222, 4038, 4692, 3316, 4037, 221, 8542, 
1952:2864, 3439, 6617, 2352, 7216, 2744, 3550, 4690, 7986, 6395, 
1953:4395, 5294, 8538, 5437, 4987, 8299, 391, 1355, 2090, 1549, 
1954:6764, 6027, 6290, 1311, 4094, 2327, 7117, 3098, 7793, 6022, 
1955:3101, 6524, 7478, 1949, 2392, 48, 4483, 5290, 7779, 6526, 
1956:4323, 7555, 3455, 210, 3977, 8145, 7529, 1314, 481, 2887, 
1957:6437, 2941, 2471, 2533, 6250, 420, 4479, 3200, 3204, 7491, 
1958:3876, 4476, 4, 1529, 3015, 4728, 6081, 2653, 5284, 4569, 
1959:8212, 8298, 5513, 8259, 6824, 6518, 2776, 1170, 4242, 1290, 
1960:7358, 3681, 6118, 2401, 1630, 2567, 782, 507, 3609, 3464, 
1961:1976, 290, 3915, 2440, 2638, 5671, 8013, 4307, 5322, 2472, 
1962:5643, 4332, 4164, 879, 7254, 8647, 1854, 1210, 1458, 3719, 
1963:6638, 2732, 7978, 2768, 8137, 1726, 3524, 5329, 8478, 548, 
1964:3421, 1635, 4237, 8207, 574, 269, 2932, 4686, 8151, 4122, 
1965:1583, 1134, 1580, 1246, 2120, 7755, 1625, 6766, 6767, 2005, 
1966:1774, 148, 2187, 156, 3911, 4043, 1860, 2463, 3915, 2195, 
1967:16, 1600, 2012, 1999, 3346, 2489, 3280, 7587, 7850, 7571, 
1968:91, 3731, 6482, 1013, 17, 6000, 619, 5290, 1226, 2344, 
1969:2984, 6474, 280, 2933, 6550, 6840, 1006, 6646, 7065, 4261, 
1970:1709, 3489, 5270, 3004, 6961, 1528, 1342, 1379, 7257, 1331, 
1971:2203, 5937, 8314, 3568, 3959, 4408, 762, 4857, 5762, 8408, 
1972:6593, 7848, 7355, 1035, 1220, 2754, 2057, 8260, 7439, 4367, 
1973:3605, 6521, 7039, 6597, 7956, 7436, 5293, 637, 7177, 3366, 
1974:95, 243, 3739, 3363, 376, 5834, 4847, 3616, 89, 2993, 
1975:1227, 2399, 3880, 6767, 8476, 1965, 1295, 6100, 7173, 4385, 
1976:1961, 290, 3915, 2440, 2638, 5671, 8013, 4307, 5322, 2472, 
1977:1226, 2776, 4949, 3566, 7227, 4927, 6593, 1377, 3668, 2057, 
1978:6738, 1935, 7310, 6593, 80, 6311, 7292, 3375, 4927, 5147, 
1979:7587, 2948, 7417, 5937, 7728, 7739, 6512, 6653, 2140, 8045, 
1980:8121, 6531, 7973, 5378, 6236, 7292, 962, 7063, 6593, 7781, 
1981:2041, 80, 8057, 2666, 5899, 7479, 6593, 2629, 1705, 7690, 
1982:3566, 6332, 4956, 398, 245, 6875, 7310, 8508, 1940, 1847, 
1983:3516, 4217, 3778, 3719, 4815, 6112, 4010, 8544, 3357, 4320, 
1984:6757, 1514, 6348, 5273, 2332, 3748, 6864, 4561, 6230, 3390, 
1985:7, 998, 3492, 3725, 3394, 2906, 1338, 1011, 1043, 3006, 
1986:2013, 409, 103, 3137, 589, 943, 2998, 1374, 2616, 2954, 
1987:371, 3474, 3640, 4322, 2851, 269, 5442, 5439, 1989, 7775, 
1988:8557, 228, 6558, 4178, 4730, 5848, 4858, 7969, 5106, 4308, 
1989:3474, 371, 1713, 3640, 4744, 3626, 1987, 733, 3220, 1232, 
1990:5047, 1876, 1228, 2801, 8409, 4174, 6621, 382, 5987, 890, 
1991:3505, 6628, 8028, 3165, 4295, 3245, 1690, 3313, 3597, 7309, 
1992:1873, 1709, 260, 492, 1741, 3994, 8581, 447, 6703, 2856, 
1993:5202, 5159, 3053, 7024, 3753, 6852, 1315, 1627, 5086, 2818, 
1994:2034, 2025, 6329, 7180, 788, 8576, 2215, 119, 6949, 3099, 
1995:2367, 685, 7492, 7549, 6896, 6897, 7563, 620, 7213, 946, 
1996:6373, 3231, 8552, 8412, 6899, 4112, 758, 3808, 6852, 4760, 
1997:6387, 2546, 3509, 4861, 2806, 5067, 6636, 4733, 5669, 911, 
1998:102, 686, 270, 7320, 8636, 4409, 6849, 2168, 788, 3092, 
1999:16, 3346, 4206, 3280, 3388, 4106, 91, 7803, 3517, 1415, 
2000:6518, 615, 2545, 2776, 391, 6332, 3798, 7872, 916, 6120, 
2001:8094, 4132, 8590, 6385, 7561, 8025, 6363, 4657, 888, 1698, 
2002:8417, 8244, 6733, 1924, 5777, 759, 1354, 1698, 7682, 7509, 
2003:3566, 7791, 3722, 7784, 5850, 3043, 4927, 7292, 7935, 7175, 
2004:3296, 3983, 4053, 3906, 5003, 3707, 4574, 3494, 6482, 4507, 
2005:3914, 8601, 802, 2991, 1965, 6905, 4176, 4825, 2618, 6767, 
2006:5850, 6459, 8667, 2010, 3566, 7292, 3691, 5804, 4182, 7791, 
2007:4530, 7795, 1204, 7529, 8617, 14, 7075, 3704, 1314, 7555, 
2008:259, 2768, 5362, 1883, 3924, 8478, 6391, 8626, 6638, 8024, 
2009:7690, 7348, 5378, 7444, 1358, 4443, 7227, 2134, 7292, 6311, 
2010:5850, 7784, 988, 6459, 1593, 7292, 5291, 7069, 7791, 4852, 
2011:3961, 6469, 7395, 2489, 8518, 2696, 1661, 5342, 4745, 39, 
2012:3937, 1967, 3849, 229, 893, 5218, 8456, 1049, 7905, 6097, 
2013:1986, 2954, 2616, 589, 4803, 996, 5191, 409, 4192, 3193, 
2014:916, 2636, 3461, 7099, 7996, 1066, 5291, 3398, 7922, 212, 
2015:6903, 4108, 3882, 5564, 4030, 2416, 3847, 5158, 8300, 801, 
2016:281, 5112, 6824, 2164, 5106, 5115, 7935, 2636, 2014, 122, 
2017:7968, 315, 2188, 7490, 1529, 5693, 1840, 6120, 4360, 247, 
2018:1276, 4755, 7664, 8451, 6038, 725, 7866, 6998, 5871, 8026, 
2019:4389, 8479, 8324, 2830, 5377, 2420, 6804, 7002, 1913, 4520, 
2020:2927, 1039, 1054, 5842, 1659, 2324, 403, 7727, 314, 5779, 
2021:1407, 2344, 1343, 1068, 2502, 816, 5143, 2961, 2940, 3970, 
2022:2130, 1584, 217, 6238, 4308, 1527, 4011, 114, 1024, 5475, 
2023:2502, 1407, 7385, 8533, 2021, 2961, 1698, 6385, 114, 3009, 
2024:5627, 5072, 7526, 7915, 6007, 2717, 1349, 5981, 1657, 8061, 
2025:7493, 7180, 2034, 788, 7002, 3099, 6329, 1629, 1994, 1271, 
2026:2138, 2428, 3038, 7947, 3323, 2829, 5031, 7972, 4872, 3502, 
2027:2094, 6396, 1118, 532, 6880, 626, 7395, 5783, 3022, 2934, 
2028:6995, 5496, 3212, 5042, 8018, 8066, 761, 6650, 6566, 4469, 
2029:6277, 7612, 4576, 6442, 5709, 5720, 1445, 4918, 4170, 6909, 
2030:2034, 8576, 5875, 2248, 4544, 3099, 5821, 1138, 119, 7180, 
2031:2961, 3843, 4132, 5399, 3009, 7384, 7561, 421, 8004, 1375, 
2032:555, 3855, 497, 423, 463, 1434, 3997, 5081, 1236, 7128, 
2033:7426, 4043, 729, 3106, 4519, 1507, 2179, 6140, 7980, 2828, 
2034:2030, 8576, 3099, 788, 4544, 2215, 5875, 4910, 7180, 7002, 
2035:2628, 1505, 2745, 1573, 5642, 7371, 7294, 3069, 3209, 348, 
2036:812, 5989, 181, 5778, 6508, 1767, 2043, 3886, 3813, 1713, 
2037:2603, 6528, 1874, 1407, 816, 3207, 2021, 2940, 7657, 2344, 
2038:2572, 2385, 8412, 3736, 776, 5462, 6899, 5841, 5900, 7434, 
2039:1885, 1903, 2755, 2635, 2616, 5603, 3574, 6919, 4672, 4803, 
2040:6440, 4956, 6332, 7175, 7482, 6531, 7791, 964, 8298, 1128, 
2041:7355, 1080, 347, 80, 4054, 241, 4301, 6216, 1197, 162, 
2042:1602, 158, 2511, 5127, 4697, 4276, 2176, 2896, 2436, 3711, 
2043:7972, 2036, 6901, 6367, 6508, 2334, 740, 3235, 1713, 7396, 
2044:6501, 1197, 4459, 8668, 6560, 5544, 5378, 6386, 79, 3667, 
2045:2765, 5812, 6734, 4085, 345, 6746, 2841, 1892, 7386, 7809, 
2046:3482, 5605, 2757, 543, 732, 6491, 6592, 379, 8312, 4828, 
2047:6833, 1920, 5164, 4993, 8537, 3913, 2856, 2625, 4428, 1336, 
2048:7259, 7399, 7418, 8280, 8301, 8333, 7338, 7357, 2866, 7379, 
2049:2177, 3047, 4896, 926, 5232, 3562, 7316, 7989, 1326, 3408, 
2050:1116, 6252, 7082, 391, 3798, 7239, 4627, 5271, 4049, 615, 
2051:4102, 3517, 3614, 3346, 1999, 1415, 3213, 4206, 996, 4106, 
2052:3410, 3283, 2857, 3359, 1109, 2835, 578, 413, 2562, 4308, 
2053:8270, 5127, 6413, 7960, 4450, 5091, 615, 2896, 6112, 2511, 
2054:3907, 3608, 555, 3200, 4600, 3204, 3257, 7491, 5081, 420, 
2055:6103, 423, 2138, 3991, 1613, 3855, 402, 7086, 437, 4104, 
2056:5115, 4011, 5663, 2766, 867, 4730, 5106, 4927, 8298, 3805, 
2057:6593, 4301, 2776, 4927, 1935, 1128, 1226, 1704, 959, 8057, 
2058:2878, 7645, 7782, 5244, 4545, 7477, 7601, 5308, 492, 8517, 
2059:1667, 3366, 4769, 2387, 1908, 6971, 8446, 7853, 2233, 7244, 
2060:5, 7902, 6391, 5824, 8593, 8242, 4686, 912, 8175, 8623, 
2061:3334, 3571, 7779, 3970, 1234, 3181, 1949, 1407, 3801, 3126, 
2062:6886, 5563, 7352, 7133, 3670, 1816, 4241, 7650, 5537, 682, 
2063:4043, 1860, 1789, 2136, 2620, 4847, 376, 5834, 1974, 2195, 
2064:2284, 2518, 7887, 1544, 1701, 703, 7391, 1204, 2982, 3203, 
2065:4120, 8518, 3565, 357, 6832, 6469, 7395, 8013, 8334, 678, 
2066:8004, 3009, 2961, 7563, 7561, 8298, 114, 8021, 5106, 3917, 
2067:370, 4061, 41, 6608, 5035, 7085, 2696, 7402, 6333, 5647, 
2068:313, 4076, 5388, 6231, 1302, 4313, 4275, 2158, 7133, 1419, 
2069:4728, 4387, 510, 3405, 2357, 6052, 7509, 3353, 6221, 3462, 
2070:4732, 8354, 7104, 5107, 620, 7224, 4524, 1995, 4657, 3511, 
2071:7544, 4020, 8623, 4996, 4388, 8553, 7347, 5909, 8472, 3660, 
2072:1643, 235, 2320, 3871, 6352, 5061, 283, 7024, 3358, 1857, 
2073:3501, 2160, 3826, 6651, 4210, 5634, 4830, 26, 2354, 3545, 
2074:1915, 3049, 2410, 980, 598, 1338, 1612, 3725, 3394, 1897, 
2075:195, 1847, 1476, 2691, 791, 7110, 4837, 1199, 841, 2627, 
2076:5830, 4845, 4164, 1711, 3612, 2527, 133, 5148, 8647, 4332, 
2077:2263, 1372, 5565, 214, 4959, 1318, 279, 1181, 5953, 5612, 
2078:5398, 4567, 992, 7663, 5549, 1609, 8632, 8533, 8120, 2318, 
2079:639, 7308, 8638, 8591, 4446, 1816, 202, 1077, 1044, 4241, 
2080:2195, 376, 1860, 95, 89, 243, 3363, 1465, 2663, 5153, 
2081:1373, 1455, 1491, 1241, 755, 1122, 2300, 1868, 1597, 736, 
2082:5971, 6197, 2752, 2358, 3467, 578, 7652, 3283, 5911, 7885, 
2083:1101, 6845, 8409, 625, 1876, 3770, 2801, 4174, 5987, 1228, 
2084:1100, 1229, 6503, 3621, 8160, 6746, 5812, 5542, 6808, 3956, 
2085:943, 2165, 6858, 2291, 103, 513, 1233, 3622, 4340, 7277, 
2086:2707, 2493, 1522, 7983, 5872, 7212, 2455, 3257, 6057, 2373, 
2087:7851, 6083, 5567, 6275, 5341, 5172, 910, 2234, 6866, 6284, 
2088:7434, 6797, 497, 6408, 2193, 6083, 2234, 2681, 8028, 7736, 
2089:6097, 4631, 2122, 7978, 1750, 4067, 4498, 4951, 8000, 2149, 
2090:3798, 1226, 615, 1355, 7872, 2545, 3513, 7958, 176, 7877, 
2091:2041, 80, 7245, 8006, 4238, 8588, 2959, 7568, 1080, 6440, 
2092:8144, 2763, 6154, 916, 634, 443, 6688, 6521, 3328, 6552, 
2093:4343, 1375, 7699, 1752, 5677, 7292, 3459, 3722, 1739, 987, 
2094:3058, 7395, 357, 4243, 2934, 8334, 4675, 5671, 1118, 4830, 
2095:7227, 6501, 4343, 5794, 8308, 3566, 5112, 6323, 7444, 4852, 
2096:238, 1992, 842, 1873, 5611, 3994, 1871, 423, 7914, 7312, 
2097:1156, 4837, 841, 3231, 7977, 6824, 970, 3398, 2427, 4849, 
2098:5767, 5443, 7098, 1603, 7334, 6076, 2471, 5408, 5155, 5931, 
2099:7130, 4733, 2198, 2546, 6636, 1115, 8165, 5669, 3632, 6229, 
2100:1636, 1659, 3898, 1381, 7256, 8276, 5973, 1227, 1288, 659, 
2101:2239, 3678, 1143, 3660, 3847, 4122, 4806, 5011, 1297, 404, 
2102:992, 2528, 8398, 3917, 236, 7057, 3334, 7779, 6451, 5549, 
2103:4538, 5011, 917, 5184, 6095, 1242, 4644, 3532, 4024, 2389, 
2104:1680, 6774, 2734, 7477, 2878, 5080, 6584, 3310, 937, 6545, 
2105:4873, 765, 4357, 1718, 5852, 8320, 1017, 5823, 140, 5877, 
2106:1077, 1689, 7469, 1816, 1126, 639, 7637, 3173, 4901, 2079, 
2107:8034, 8171, 8003, 7855, 7193, 8501, 8453, 8687, 4910, 1449, 
2108:1794, 1261, 6810, 1684, 1435, 1660, 4928, 1127, 1785, 827, 
2109:1875, 5843, 4552, 3124, 4287, 7940, 4358, 4359, 2296, 1421, 
2110:2300, 2188, 1571, 1840, 1455, 1491, 3401, 6885, 2382, 874, 
2111:2156, 1746, 7491, 2533, 2471, 6103, 437, 3204, 3200, 2355, 
2112:3868, 5896, 4627, 5005, 5442, 6004, 138, 3798, 1759, 2540, 
2113:292, 5566, 7624, 6896, 6897, 100, 2248, 7339, 8335, 4910, 
2114:2306, 5717, 7445, 6999, 336, 102, 4412, 5314, 3402, 5877, 
2115:6449, 5351, 5819, 8397, 379, 5812, 4085, 7386, 8087, 5753, 
2116:1151, 3607, 1532, 4687, 3560, 6375, 3390, 6563, 6515, 6269, 
2117:281, 2501, 2057, 8144, 2016, 7175, 964, 2164, 1375, 3566, 
2118:5433, 7764, 5896, 5417, 7187, 510, 5987, 37, 7509, 4387, 
2119:7570, 638, 7053, 6052, 7811, 7065, 2490, 7122, 909, 1630, 
2120:1246, 1397, 1965, 2226, 7755, 1625, 291, 1580, 1134, 1381, 
2121:334, 3080, 1389, 1756, 4628, 831, 2599, 8315, 7599, 5886, 
2122:7174, 4951, 2711, 2149, 7978, 2089, 3326, 5024, 3025, 1726, 
2123:1155, 1913, 1800, 5220, 7749, 6297, 10, 7742, 7761, 2880, 
2124:7194, 4780, 798, 7472, 7340, 5326, 4513, 310, 5714, 3329, 
2125:5872, 2455, 3228, 1522, 7983, 7324, 6850, 2373, 4543, 1552, 
2126:6709, 1530, 5231, 2708, 2638, 7407, 6910, 6651, 1430, 2581, 
2127:1428, 5438, 3677, 5974, 6426, 4872, 4400, 8086, 1198, 1100, 
2128:785, 4989, 8120, 1628, 5923, 4375, 2194, 3404, 5773, 8541, 
2129:8067, 2658, 5235, 3460, 5468, 4491, 2506, 5325, 1593, 4552, 
2130:1584, 1527, 2022, 114, 4011, 2630, 1024, 4730, 1194, 2751, 
2131:6180, 7782, 4834, 6638, 6966, 4045, 7419, 5501, 2908, 5490, 
2132:2388, 2315, 2232, 1566, 7521, 8552, 6497, 475, 7532, 2368, 
2133:1152, 7413, 2484, 2352, 6276, 2647, 5465, 2611, 2218, 4690, 
2134:7160, 3668, 79, 883, 2486, 4927, 3009, 8496, 1377, 5399, 
2135:7107, 7000, 1786, 6604, 8272, 1361, 5798, 569, 7133, 3167, 
2136:4043, 6289, 2179, 2063, 29, 4761, 5834, 1789, 2620, 1860, 
2137:3409, 3533, 1787, 6303, 3825, 6254, 2142, 4111, 172, 6659, 
2138:2829, 2428, 2055, 2026, 1919, 7972, 1671, 3257, 3502, 3087, 
2139:5291, 1904, 5501, 8197, 6796, 2808, 8655, 6824, 6552, 6816, 
2140:6653, 6512, 2294, 1949, 6025, 7728, 6524, 8473, 7817, 8052, 
2141:7404, 4054, 3370, 6738, 7355, 4949, 8168, 1516, 45, 8471, 
2142:3533, 6659, 6303, 2137, 3825, 6798, 8077, 6254, 6606, 1787, 
2143:2330, 2821, 6137, 6695, 1686, 4759, 4549, 1159, 4727, 2377, 
2144:2734, 3215, 3493, 2833, 6082, 3340, 7440, 3046, 1741, 2424, 
2145:7561, 1890, 2961, 904, 4132, 3009, 1698, 7292, 1939, 8490, 
2146:620, 2913, 4657, 1995, 2346, 2367, 946, 5656, 5518, 918, 
2147:3671, 6044, 3740, 2642, 823, 4835, 5180, 3099, 6691, 741, 
2148:454, 1404, 1755, 1509, 2544, 2446, 4890, 1644, 2375, 4966, 
2149:4631, 3925, 5085, 2711, 656, 2122, 1546, 5702, 186, 3025, 
2150:4693, 4975, 6416, 4754, 6883, 6307, 3649, 4772, 4430, 6969, 
2151:3301, 3311, 5343, 8267, 5495, 8319, 5737, 5602, 2687, 4947, 
2152:2687, 3301, 3311, 4947, 6306, 5602, 4969, 6416, 4430, 7698, 
2153:8557, 5106, 6022, 4011, 4730, 126, 217, 4735, 1024, 1635, 
2154:5329, 4636, 3994, 3332, 520, 6586, 544, 420, 4536, 4479, 
2155:1822, 1796, 2239, 2201, 1143, 8553, 4399, 4122, 7859, 3724, 
2156:2111, 1746, 2355, 2533, 2229, 2600, 7491, 2594, 2825, 1861, 
2157:5043, 2445, 2588, 1315, 5331, 4926, 2573, 8467, 6271, 253, 
2158:456, 7506, 6611, 4313, 8251, 5740, 3958, 2874, 1302, 4076, 
2159:7763, 3290, 3291, 7840, 8623, 2071, 1561, 4479, 1487, 4140, 
2160:8309, 2073, 3826, 4210, 3240, 3501, 26, 4830, 6967, 7554, 
2161:4655, 4177, 670, 3548, 8576, 3539, 7321, 4373, 568, 3540, 
2162:418, 4600, 7128, 110, 2156, 555, 2712, 2111, 7950, 1690, 
2163:2471, 555, 2480, 1605, 1589, 2312, 320, 2422, 2350, 2530, 
2164:5112, 5115, 3566, 281, 7826, 1375, 359, 8508, 7175, 7292, 
2165:6919, 6717, 1300, 2343, 3193, 2085, 4239, 3393, 5948, 2635, 
2166:8207, 2932, 6168, 574, 4028, 3421, 5416, 7596, 8249, 4011, 
2167:210, 7529, 5484, 1942, 4323, 1112, 2887, 1823, 8177, 3109, 
2168:2260, 1506, 2325, 8636, 2884, 7345, 3782, 2676, 3192, 2433, 
2169:805, 5205, 6168, 2653, 683, 8332, 3871, 7181, 4374, 7356, 
2170:2670, 2731, 6444, 1923, 4693, 749, 1722, 7698, 2150, 562, 
2171:4400, 612, 191, 1038, 8383, 8086, 3621, 7744, 5031, 7971, 
2172:178, 8025, 4132, 442, 8094, 2961, 5399, 1040, 3843, 8590, 
2173:5746, 5021, 6588, 1319, 484, 7099, 916, 5268, 3980, 2014, 
2174:6339, 1064, 1951, 7237, 4692, 1441, 222, 221, 4038, 8143, 
2175:8417, 6846, 3517, 1074, 3440, 4870, 4450, 7872, 4691, 5777, 
2176:2511, 2436, 7497, 8404, 8270, 8099, 615, 210, 3275, 6413, 
2177:4896, 2049, 3047, 926, 5232, 7989, 873, 3408, 7008, 1107, 
2178:2189, 6353, 1215, 7751, 2195, 376, 1307, 243, 2993, 6749, 
2179:4043, 7980, 4761, 6948, 729, 1507, 7847, 5100, 5259, 2136, 
2180:1503, 1194, 8457, 7135, 8492, 5977, 7355, 7473, 1080, 4249, 
2181:481, 4323, 2887, 3977, 2896, 7529, 7766, 8485, 1314, 8270, 
2182:2332, 750, 2413, 4138, 596, 2242, 5575, 5264, 6259, 7525, 
2183:8101, 139, 790, 6809, 7353, 8517, 8541, 8003, 6935, 4967, 
2184:7402, 2696, 1075, 3776, 3108, 3716, 4312, 3309, 2902, 7933, 
2185:1566, 2388, 2378, 2315, 2132, 475, 7521, 2221, 2380, 2373, 
2186:5322, 5671, 8169, 8334, 3058, 2581, 3022, 2638, 1421, 5876, 
2187:4043, 1774, 6289, 2136, 2063, 2179, 2482, 1789, 2080, 2033, 
2188:1840, 1571, 2300, 874, 2481, 1455, 1491, 2110, 2382, 736, 
2189:1215, 6353, 2178, 7751, 6272, 2993, 2195, 376, 1307, 1541, 
2190:6214, 2785, 5148, 2527, 6351, 5975, 2076, 6486, 1711, 1210, 
2191:5230, 3429, 2295, 2289, 3846, 2623, 4184, 4183, 6803, 8549, 
2192:3645, 3542, 183, 3973, 3456, 6470, 2353, 2497, 4510, 5128, 
2193:1709, 5687, 1196, 1379, 2088, 5616, 6208, 1970, 1528, 1331, 
2194:4358, 4359, 1109, 2823, 8120, 3353, 8347, 6451, 2267, 2853, 
2195:376, 2080, 95, 5046, 243, 4710, 1860, 1974, 5153, 89, 
2196:5356, 3920, 5342, 997, 6954, 3461, 8307, 7922, 7494, 7154, 
2197:3356, 3139, 1738, 5417, 6181, 4734, 8296, 2863, 5630, 6231, 
2198:8165, 2546, 4861, 5935, 5669, 6636, 519, 3509, 2099, 7130, 
2199:126, 3829, 7108, 4735, 2776, 5106, 8298, 8586, 7289, 5112, 
2200:4210, 5093, 1511, 1445, 6442, 3240, 2475, 8518, 8334, 5671, 
2201:8553, 1297, 4363, 4122, 7859, 100, 4399, 2155, 8472, 1536, 
2202:5126, 6383, 3515, 2689, 4346, 5544, 4740, 4182, 1113, 3723, 
2203:7503, 698, 1827, 762, 4181, 3959, 5066, 5670, 7236, 957, 
2204:7351, 8131, 3470, 6280, 3440, 3567, 5417, 8004, 7131, 3207, 
2205:2405, 7982, 466, 8157, 4046, 761, 8130, 7416, 4481, 8276, 
2206:612, 4872, 5493, 8086, 7744, 345, 8092, 3038, 1933, 7206, 
2207:834, 1925, 3104, 464, 61, 3057, 4885, 6173, 5233, 256, 
2208:4878, 8175, 242, 4744, 6820, 3398, 5805, 3589, 3231, 4853, 
2209:2265, 4277, 6251, 2224, 648, 5688, 915, 5734, 1123, 2616, 
2210:2366, 3138, 3218, 3216, 2805, 1802, 7651, 6359, 3973, 3974, 
2211:175, 5671, 537, 6656, 7431, 27, 3753, 7101, 1675, 2267, 
2212:1301, 8525, 3184, 8363, 7858, 6962, 4242, 8483, 3635, 706, 
2213:1876, 1228, 4174, 5047, 512, 8158, 6621, 6366, 382, 1990, 
2214:6434, 8417, 1407, 2605, 1698, 3029, 1168, 2344, 87, 3970, 
2215:8541, 8517, 1883, 8528, 4910, 2832, 788, 6638, 5698, 2034, 
2216:3190, 2800, 4859, 1806, 2847, 3053, 4897, 4412, 1798, 510, 
2217:5311, 5347, 45, 5201, 7716, 381, 3680, 5708, 3424, 6526, 
2218:6276, 8620, 2647, 8337, 6617, 2352, 2744, 5465, 8399, 1152, 
2219:6751, 8137, 3025, 1378, 488, 7812, 4123, 4951, 8360, 2798, 
2220:4765, 4915, 3320, 1856, 555, 5283, 1613, 423, 3226, 5539, 
2221:475, 1566, 2380, 2388, 7521, 2315, 2185, 2378, 2132, 2373, 
2222:1383, 3780, 7215, 6288, 7483, 4003, 3799, 2374, 5482, 3867, 
2223:2706, 5402, 1176, 6851, 7738, 546, 5066, 5782, 8555, 5199, 
2224:6635, 2209, 2616, 5688, 409, 915, 3622, 1233, 6227, 5668, 
2225:7597, 27, 5478, 3753, 4430, 5418, 7015, 7001, 288, 1712, 
2226:1583, 2120, 1246, 1625, 6766, 7755, 1580, 6767, 1965, 291, 
2227:4762, 4356, 3387, 4362, 5562, 5249, 1762, 8624, 5346, 5901, 
2228:2558, 6854, 5462, 931, 4008, 5841, 5794, 8420, 4813, 3736, 
2229:2879, 1125, 2600, 2594, 2355, 1604, 2533, 284, 1253, 3326, 
2230:1667, 5291, 7593, 1908, 7357, 5754, 7329, 1593, 2059, 5212, 
2231:2312, 2471, 6250, 2163, 6536, 6076, 2244, 1613, 2111, 6884, 
2232:5106, 4399, 5271, 916, 3868, 8139, 1231, 6603, 5439, 4122, 
2233:2059, 7012, 1781, 3366, 8341, 829, 1667, 6089, 6152, 4769, 
2234:776, 6797, 7230, 6866, 6373, 6852, 6083, 6899, 7434, 2088, 
2235:6003, 7261, 4441, 2340, 1264, 8550, 445, 2341, 6185, 8516, 
2236:4992, 8225, 3861, 1575, 1569, 8132, 6881, 2914, 4499, 3256, 
2237:1612, 1034, 2074, 980, 598, 3049, 1915, 1338, 1485, 1013, 
2238:1785, 8129, 8133, 1261, 8183, 978, 6278, 1684, 380, 1184, 
2239:1822, 1796, 2155, 7859, 3882, 801, 790, 7353, 73, 8553, 
2240:6420, 2838, 2448, 1027, 6295, 2926, 3929, 1929, 4513, 798, 
2241:8495, 5947, 7109, 6170, 5810, 3762, 5441, 6042, 5673, 3955, 
2242:596, 6259, 4138, 3861, 5575, 3132, 4499, 3396, 7525, 2914, 
2243:2530, 5122, 2566, 1086, 3066, 2422, 174, 953, 4596, 2480, 
2244:2495, 2566, 1630, 2471, 3214, 2422, 909, 1262, 7414, 5774, 
2245:1603, 1648, 6861, 1466, 2267, 3801, 4859, 6536, 1518, 4979, 
2246:4275, 1936, 3695, 1881, 6033, 1926, 6041, 4338, 800, 7892, 
2247:1753, 8694, 6425, 59, 4227, 2517, 7155, 907, 217, 7086, 
2248:100, 4177, 2577, 3539, 4199, 3655, 1138, 7705, 7701, 3810, 
2249:7208, 1698, 5237, 8004, 7561, 6001, 2913, 4657, 7147, 6385, 
2250:3230, 3821, 269, 1713, 4878, 3795, 2554, 3235, 6513, 903, 
2251:3545, 974, 6232, 2713, 357, 6651, 4243, 6512, 4675, 2094, 
